Unnamed: 0,week,start_date,end_date,student_id,cars_accuracy,sciences_accuracy,class_accuracy,completed_lessons,total_completed_passages_discrete_sets,score_trends_on_completed_dailies,num_attended_large_session,num_scheduled_large_session,num_attended_small_session,num_scheduled_small_session,class_participation,homework_participation,Baseline Score,Number of Practice Exams,Most Recent Practice Exam,Actual MCAT,Score Difference,Survey Tier,Small Group Tier,Class Participation Tier,Large Group Tier
500,4,2024-06-17,2024-06-23,51,0.6,0.65,,6.0,3.0,0.78,2.0,2.0,,,1.0,,501.0,2.0,501.0,495.0,-6.0,,,,
501,4,2024-06-17,2024-06-23,52,0.4,0.7,,6.0,6.0,0.65,2.0,2.0,,,1.0,,497.0,5.0,502.0,501.0,9.0,,,,
502,4,2024-06-17,2024-06-23,53,0.62,0.9,,10.0,6.0,0.81,2.0,2.0,,,1.0,,491.0,3.0,492.0,490.0,4.0,,,,
503,4,2024-06-17,2024-06-23,54,0.85,0.81,,6.0,13.0,0.86,2.0,2.0,,,0.0,,,,,,,,,,
504,4,2024-06-17,2024-06-23,55,0.63,0.83,,10.0,7.0,0.82,2.0,2.0,,,0.0,,497.0,,,,0.0,,,,
505,4,2024-06-17,2024-06-23,56,0.92,0.98,,4.0,7.0,0.93,2.0,2.0,,,0.0,,510.0,,,,,,,,
506,4,2024-06-17,2024-06-23,57,0.6,0.9,,3.0,10.0,0.77,2.0,2.0,,,1.0,,497.0,3.0,497.0,,0.0,,,,
507,4,2024-06-17,2024-06-23,58,,0.57,,1.0,6.0,0.57,2.0,2.0,,,0.0,,495.0,1.0,495.0,494.0,4.0,,,,
508,4,2024-06-17,2024-06-23,59,,0.92,,1.0,5.0,0.92,2.0,2.0,,,1.0,,497.0,4.0,496.0,493.0,1.0,,,,
509,4,2024-06-17,2024-06-23,60,1.0,1.0,,8.0,7.0,1.0,2.0,2.0,,,0.0,,498.0,3.0,500.0,510.0,17.0,,,,
510,4,2024-06-17,2024-06-23,61,0.7,1.0,,2.0,6.0,0.88,2.0,2.0,,,1.0,,496.0,3.0,494.0,492.0,1.0,,,,
511,4,2024-06-17,2024-06-23,62,0.83,0.6,,3.0,5.0,0.65,2.0,2.0,,,0.0,,494.0,1.0,494.0,,5.0,,,,
512,4,2024-06-17,2024-06-23,63,,0.7,,1.0,4.0,0.7,2.0,2.0,,,1.0,,,1.0,487.0,,,,,,
513,4,2024-06-17,2024-06-23,64,0.62,0.93,,6.0,11.0,0.83,2.0,2.0,,,1.0,,493.0,4.0,502.0,,9.0,,,,
514,4,2024-06-17,2024-06-23,65,1.0,1.0,,2.0,3.0,1.0,2.0,2.0,,,0.0,,493.0,5.0,518.0,491.0,-2.0,,,,
515,4,2024-06-17,2024-06-23,66,0.5,0.94,,2.0,10.0,0.73,2.0,2.0,,,1.0,,489.0,1.0,489.0,506.0,22.0,,,,
516,4,2024-06-17,2024-06-23,67,,,,,,,2.0,2.0,,,0.0,,494.0,,,481.0,-8.0,,,,
517,4,2024-06-17,2024-06-23,68,0.67,0.47,,6.0,6.0,0.52,2.0,2.0,,,0.0,,493.0,,,498.0,10.0,,,,
518,4,2024-06-17,2024-06-23,69,0.8,0.84,,5.0,13.0,0.81,2.0,2.0,,,0.0,,495.0,2.0,497.0,,7.0,,,,
519,4,2024-06-17,2024-06-23,70,0.83,1.0,,1.0,4.0,0.94,2.0,2.0,,,1.0,,487.0,1.0,487.0,481.0,-6.0,,,,
520,4,2024-06-17,2024-06-23,71,0.82,0.84,,7.0,11.0,0.85,2.0,2.0,,,1.0,,501.0,9.0,504.0,,8.0,,,,
521,4,2024-06-17,2024-06-23,72,,0.7,,1.0,2.0,0.7,2.0,2.0,,,1.0,,0.0,1.0,409.0,,,,,,
522,4,2024-06-17,2024-06-23,73,1.0,1.0,,8.0,6.0,1.0,2.0,2.0,,,1.0,,503.0,3.0,502.0,498.0,0.0,,,,
523,4,2024-06-17,2024-06-23,74,0.65,0.85,,11.0,6.0,0.78,2.0,2.0,,,1.0,,501.0,1.0,501.0,,5.0,,,,
524,4,2024-06-17,2024-06-23,75,,0.9,,1.0,4.0,0.85,2.0,2.0,,,1.0,,495.0,1.0,495.0,497.0,5.0,,,,
525,4,2024-06-17,2024-06-23,76,0.73,0.87,,11.0,6.0,0.81,2.0,2.0,,,1.0,,497.0,,,495.0,3.0,,,,
526,4,2024-06-17,2024-06-23,77,0.6,0.68,,8.0,6.0,0.67,2.0,2.0,,,1.0,,491.0,5.0,494.0,493.0,7.0,,,,
527,4,2024-06-17,2024-06-23,78,0.8,0.74,,8.0,6.0,0.75,2.0,2.0,,,1.0,,499.0,4.0,493.0,,-1.0,,,,
528,4,2024-06-17,2024-06-23,79,0.8,1.0,,7.0,4.0,0.97,2.0,2.0,,,1.0,,504.0,7.0,519.0,,20.0,,,,
529,4,2024-06-17,2024-06-23,80,0.69,0.48,,5.0,9.0,0.52,2.0,2.0,,,0.0,,491.0,,,496.0,5.0,,,,
530,4,2024-06-17,2024-06-23,81,0.71,0.82,,6.0,9.0,0.78,2.0,2.0,,,0.0,,498.0,1.0,498.0,495.0,2.0,,,,
531,4,2024-06-17,2024-06-23,82,0.87,0.82,,5.0,9.0,0.84,2.0,2.0,,,1.0,,495.0,1.0,497.0,,7.0,,,,
532,4,2024-06-17,2024-06-23,83,,0.83,,3.0,5.0,0.83,2.0,2.0,,,1.0,,506.0,6.0,517.0,518.0,17.0,,,,
533,4,2024-06-17,2024-06-23,84,0.63,0.75,,11.0,7.0,0.71,2.0,2.0,,,0.0,,499.0,,,491.0,-3.0,,,,
534,4,2024-06-17,2024-06-23,85,0.8,0.78,,4.0,7.0,0.78,2.0,2.0,,,1.0,,504.0,7.0,506.0,509.0,10.0,,,,
535,4,2024-06-17,2024-06-23,86,,,,1.0,1.0,0.0,1.0,2.0,,,0.0,,490.0,2.0,490.0,,0.0,,,,
536,4,2024-06-17,2024-06-23,87,0.72,0.88,,6.0,6.0,0.82,2.0,2.0,,,0.0,,491.0,6.0,494.0,497.0,11.0,,,,
537,4,2024-06-17,2024-06-23,88,1.0,0.5,,5.0,6.0,0.6,2.0,2.0,,,1.0,,496.0,1.0,496.0,501.0,5.0,,,,
538,4,2024-06-17,2024-06-23,89,1.0,0.95,,6.0,7.0,0.97,2.0,2.0,,,1.0,,493.0,2.0,493.0,497.0,4.0,,,,
539,4,2024-06-17,2024-06-23,90,0.8,0.74,,8.0,6.0,0.75,2.0,2.0,,,1.0,,499.0,6.0,495.0,504.0,10.0,,,,
540,4,2024-06-17,2024-06-23,91,1.0,1.0,,5.0,6.0,1.0,2.0,2.0,,,0.0,,495.0,5.0,496.0,492.0,2.0,,,,
541,4,2024-06-17,2024-06-23,92,0.78,0.83,,6.0,11.0,0.81,2.0,2.0,,,0.0,,502.0,2.0,506.0,,9.0,,,,
542,4,2024-06-17,2024-06-23,93,0.8,0.76,,7.0,6.0,0.77,2.0,2.0,,,1.0,,497.0,4.0,497.0,496.0,4.0,,,,
543,4,2024-06-17,2024-06-23,94,0.74,0.78,,5.0,11.0,0.76,2.0,2.0,,,1.0,,503.0,2.0,503.0,,0.0,,,,
544,4,2024-06-17,2024-06-23,95,0.67,0.5,,1.0,8.0,0.56,2.0,2.0,,,0.0,,498.0,1.0,498.0,493.0,0.0,,,,
545,4,2024-06-17,2024-06-23,96,,1.0,,1.0,3.0,1.0,2.0,2.0,,,0.0,,0.0,,,,,,,,
546,4,2024-06-17,2024-06-23,97,,0.58,,3.0,5.0,0.7,2.0,2.0,,,0.0,,494.0,,,495.0,6.0,,,,
547,4,2024-06-17,2024-06-23,98,0.76,0.84,,2.0,8.0,0.84,2.0,2.0,,,1.0,,,,,,0.0,,,,
548,4,2024-06-17,2024-06-23,99,0.93,0.95,,1.0,6.0,0.96,2.0,2.0,,,0.0,,502.0,1.0,500.0,,3.0,,,,
549,4,2024-06-17,2024-06-23,100,,0.57,,8.0,3.0,0.57,2.0,2.0,,,0.0,,497.0,1.0,497.0,501.0,9.0,,,,
550,4,2024-06-17,2024-06-23,101,1.0,1.0,,10.0,11.0,1.0,2.0,2.0,,,1.0,,500.0,6.0,502.0,495.0,0.0,,,,
551,4,2024-06-17,2024-06-23,102,,0.75,,1.0,4.0,0.75,2.0,2.0,,,1.0,,501.0,1.0,501.0,496.0,0.0,,,,
552,4,2024-06-17,2024-06-23,103,1.0,1.0,,9.0,4.0,1.0,2.0,2.0,,,0.0,,493.0,,,483.0,-5.0,,,,
553,4,2024-06-17,2024-06-23,104,0.56,0.88,,4.0,9.0,0.82,2.0,2.0,,,1.0,,494.0,,,,0.0,,,,
554,4,2024-06-17,2024-06-23,105,0.53,0.65,,11.0,10.0,0.61,2.0,2.0,,,1.0,,485.0,2.0,485.0,485.0,0.0,,,,
555,4,2024-06-17,2024-06-23,106,0.55,0.77,,12.0,6.0,0.68,2.0,2.0,,,0.0,,491.0,5.0,494.0,482.0,-4.0,,,,
556,4,2024-06-17,2024-06-23,107,0.8,0.77,,6.0,6.0,0.78,2.0,2.0,,,1.0,,505.0,,,,,,,,
557,4,2024-06-17,2024-06-23,108,,0.95,,8.0,4.0,0.95,2.0,2.0,,,1.0,,497.0,6.0,499.0,502.0,10.0,,,,
558,4,2024-06-17,2024-06-23,109,1.0,0.92,,9.0,8.0,0.94,2.0,2.0,,,1.0,,,,,,,,,,
559,4,2024-06-17,2024-06-23,110,0.7,0.95,,4.0,9.0,0.87,2.0,2.0,,,1.0,,506.0,2.0,511.0,,10.0,,,,
560,4,2024-06-17,2024-06-23,111,1.0,1.0,,2.0,9.0,1.0,2.0,2.0,,,1.0,,498.0,6.0,517.0,496.0,-2.0,,,,
561,4,2024-06-17,2024-06-23,112,0.8,0.28,,11.0,5.0,0.41,2.0,2.0,,,1.0,,490.0,3.0,491.0,478.0,-7.0,,,,
562,4,2024-06-17,2024-06-23,113,0.8,0.88,,8.0,8.0,0.86,2.0,2.0,,,1.0,,492.0,3.0,492.0,495.0,8.0,,,,
563,4,2024-06-17,2024-06-23,114,1.0,0.97,,4.0,8.0,0.98,2.0,2.0,,,1.0,,492.0,4.0,485.0,486.0,-1.0,,,,
564,4,2024-06-17,2024-06-23,115,0.62,0.85,,10.0,6.0,0.77,2.0,2.0,,,1.0,,487.0,4.0,496.0,487.0,5.0,,,,
565,4,2024-06-17,2024-06-23,116,0.6,0.58,,7.0,6.0,0.64,2.0,2.0,,,1.0,,503.0,1.0,503.0,506.0,8.0,,,,
566,4,2024-06-17,2024-06-23,117,0.29,0.7,,6.0,9.0,0.56,2.0,2.0,,,1.0,,493.0,2.0,493.0,494.0,6.0,,,,
567,4,2024-06-17,2024-06-23,118,0.58,0.87,,5.0,8.0,0.8,2.0,2.0,,,0.0,,488.0,1.0,488.0,480.0,-3.0,,,,
568,4,2024-06-17,2024-06-23,119,0.6,0.72,,9.0,8.0,0.69,2.0,2.0,,,1.0,,,,,,,,,,
569,4,2024-06-17,2024-06-23,120,0.73,0.77,,7.0,11.0,0.76,2.0,2.0,,,1.0,,497.0,5.0,506.0,,14.0,,,,
570,4,2024-06-17,2024-06-23,121,1.0,1.0,,13.0,8.0,1.0,2.0,2.0,,,1.0,,503.0,5.0,509.0,510.0,7.0,,,,
571,4,2024-06-17,2024-06-23,122,,1.0,,1.0,3.0,1.0,2.0,2.0,,,0.0,,494.0,6.0,509.0,509.0,20.0,,,,
572,4,2024-06-17,2024-06-23,123,0.78,0.88,,9.0,14.0,0.82,2.0,2.0,,,0.0,,498.0,1.0,500.0,495.0,2.0,,,,
573,4,2024-06-17,2024-06-23,124,,0.67,,6.0,3.0,0.8,2.0,2.0,,,1.0,,502.0,5.0,500.0,496.0,-6.0,,,,
574,4,2024-06-17,2024-06-23,125,0.33,1.0,,5.0,4.0,0.83,2.0,2.0,,,0.0,,494.0,5.0,500.0,505.0,16.0,,,,
575,4,2024-06-17,2024-06-23,126,0.6,0.6,,13.0,5.0,0.67,2.0,2.0,,,1.0,,495.0,,,501.0,11.0,,,,
576,4,2024-06-17,2024-06-23,127,0.82,0.92,,7.0,15.0,0.86,2.0,2.0,,,0.0,,500.0,2.0,501.0,508.0,13.0,,,,
577,4,2024-06-17,2024-06-23,128,0.58,0.95,,6.0,7.0,0.79,2.0,2.0,,,1.0,,490.0,,,,,,,,
578,4,2024-06-17,2024-06-23,129,0.6,0.8,,3.0,6.0,0.67,2.0,2.0,,,0.0,,501.0,2.0,499.0,,3.0,,,,
579,4,2024-06-17,2024-06-23,130,,0.35,,3.0,3.0,0.35,2.0,2.0,,,0.0,,500.0,3.0,513.0,,13.0,,,,
580,4,2024-06-17,2024-06-23,131,,0.58,,1.0,4.0,0.58,2.0,2.0,,,1.0,,493.0,10.0,497.0,506.0,13.0,,,,
581,4,2024-06-17,2024-06-23,132,0.53,0.86,,3.0,14.0,0.68,2.0,2.0,,,1.0,,498.0,2.0,498.0,490.0,-8.0,,,,
582,4,2024-06-17,2024-06-23,133,,0.95,,5.0,4.0,0.95,2.0,2.0,,,1.0,,486.0,3.0,501.0,501.0,0.0,,,,
583,4,2024-06-17,2024-06-23,134,,0.6,,1.0,3.0,0.73,2.0,2.0,,,0.0,,,,,487.0,,,,,
584,4,2024-06-17,2024-06-23,135,1.0,1.0,,8.0,6.0,1.0,2.0,2.0,,,1.0,,505.0,5.0,513.0,,13.0,,,,
585,4,2024-06-17,2024-06-23,136,0.6,0.65,,8.0,6.0,0.64,2.0,2.0,,,1.0,,498.0,5.0,499.0,,6.0,,,,
586,4,2024-06-17,2024-06-23,137,1.0,1.0,,5.0,9.0,1.0,2.0,2.0,,,1.0,,,1.0,503.0,506.0,3.0,,,,
587,4,2024-06-17,2024-06-23,138,0.73,0.74,,6.0,11.0,0.74,2.0,2.0,,,1.0,,491.0,2.0,489.0,492.0,3.0,,,,
588,4,2024-06-17,2024-06-23,139,0.47,0.9,,8.0,6.0,0.76,2.0,2.0,,,1.0,,495.0,5.0,505.0,500.0,10.0,,,,
589,4,2024-06-17,2024-06-23,140,0.67,0.63,,10.0,10.0,0.68,2.0,2.0,,,1.0,,498.0,6.0,499.0,,1.0,,,,
590,4,2024-06-17,2024-06-23,141,,0.97,,6.0,4.0,0.97,2.0,2.0,,,0.0,,504.0,1.0,499.0,508.0,9.0,,,,
591,4,2024-06-17,2024-06-23,142,0.9,0.97,,8.0,10.0,0.94,2.0,2.0,,,1.0,,490.0,6.0,481.0,482.0,1.0,,,,
592,4,2024-06-17,2024-06-23,143,,,,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,
593,4,2024-06-17,2024-06-23,144,0.81,0.93,,14.0,10.0,0.89,2.0,2.0,,,1.0,,491.0,3.0,495.0,483.0,-3.0,,,,
594,4,2024-06-17,2024-06-23,145,1.0,1.0,,1.0,4.0,1.0,2.0,2.0,,,0.0,,495.0,3.0,497.0,496.0,-1.0,,,,
595,4,2024-06-17,2024-06-23,146,0.8,0.9,,9.0,8.0,0.88,2.0,2.0,,,1.0,,,,,,,,,,
596,4,2024-06-17,2024-06-23,147,0.43,0.75,,9.0,8.0,0.61,2.0,2.0,,,1.0,,495.0,1.0,495.0,478.0,-12.0,,,,
597,4,2024-06-17,2024-06-23,148,1.0,0.4,,5.0,3.0,0.7,2.0,2.0,,,1.0,,491.0,1.0,491.0,493.0,7.0,,,,
598,4,2024-06-17,2024-06-23,149,0.8,0.8,,5.0,8.0,0.83,2.0,2.0,,,1.0,,504.0,2.0,502.0,488.0,-16.0,,,,
599,4,2024-06-17,2024-06-23,150,0.75,1.0,,3.0,5.0,0.9,2.0,2.0,,,0.0,,502.0,9.0,513.0,516.0,19.0,,,,
600,5,2024-06-24,2024-06-30,1,0.5,0.7778,,4.0,2.0,0.5933,2.0,2.0,,,,,494.0,1.0,494.0,493.0,4.0,,,,
601,5,2024-06-24,2024-06-30,2,1.0,1.0,,5.0,4.0,0.9,2.0,2.0,,,,,503.0,1.0,503.0,,5.0,,,,
602,5,2024-06-24,2024-06-30,3,0.6667,0.5778,,9.0,3.0,0.7075,2.0,2.0,,,,,494.0,4.0,491.0,485.0,-9.0,,,,
603,5,2024-06-24,2024-06-30,4,0.6667,0.9166,,14.0,3.0,0.8333,2.0,2.0,,,,,502.0,4.0,499.0,,-3.0,,,,
604,5,2024-06-24,2024-06-30,5,0.9166,1.0,,5.0,4.0,0.9575,2.0,2.0,,,,,492.0,4.0,493.0,499.0,,,,,
605,5,2024-06-24,2024-06-30,6,0.5833,0.6,,3.0,4.0,0.7,2.0,2.0,,,,,493.0,,,488.0,0.0,,,,
606,5,2024-06-24,2024-06-30,7,1.0,1.0,,4.0,4.0,1.0,2.0,2.0,,,,,492.0,3.0,493.0,487.0,0.0,,,,
607,5,2024-06-24,2024-06-30,8,0.7,0.7777,,5.0,6.0,0.7383,2.0,2.0,,,,,,1.0,,,0.0,,,,
608,5,2024-06-24,2024-06-30,9,0.3333,0.674,,9.0,8.0,0.636,2.0,2.0,,,,,498.0,5.0,506.0,508.0,15.0,,,,
609,5,2024-06-24,2024-06-30,10,0.8333,0.8583,,3.0,6.0,0.852,2.0,2.0,,,,,506.0,2.0,506.0,514.0,8.0,,,,
610,5,2024-06-24,2024-06-30,11,0.5,,,4.0,2.0,0.5,2.0,2.0,,,,,511.0,2.0,509.0,517.0,6.0,,,,
611,5,2024-06-24,2024-06-30,12,0.3333,0.5778,,2.0,4.0,0.5175,2.0,2.0,,,,,498.0,1.0,498.0,491.0,-2.0,,,,
612,5,2024-06-24,2024-06-30,13,0.5,0.2333,,4.0,5.0,0.3,2.0,2.0,,,,,,1.0,,,,,,,
613,5,2024-06-24,2024-06-30,14,0.8333,0.9166,,9.0,6.0,0.8725,2.0,2.0,,,,,503.0,2.0,507.0,,9.0,,,,
614,5,2024-06-24,2024-06-30,15,0.5,0.8222,,6.0,4.0,0.7425,2.0,2.0,,,,,500.0,,,491.0,-4.0,,,,
615,5,2024-06-24,2024-06-30,16,,0.6666,,13.0,3.0,0.7767,1.0,2.0,,,,,0.0,2.0,,,,,,,
616,5,2024-06-24,2024-06-30,17,0.8333,0.8777,,5.0,4.0,0.865,2.0,2.0,,,,,508.0,2.0,508.0,496.0,-12.0,,,,
617,5,2024-06-24,2024-06-30,18,0.6667,0.7778,,4.0,4.0,0.7525,2.0,2.0,,,,,495.0,2.0,503.0,,8.0,,,,
618,5,2024-06-24,2024-06-30,19,1.0,1.0,,10.0,3.0,1.0,1.0,2.0,,,,,504.0,1.0,504.0,,0.0,,,,
619,5,2024-06-24,2024-06-30,20,0.8333,1.0,,12.0,5.0,0.875,2.0,2.0,,,,,497.0,3.0,499.0,,7.0,,,,
620,5,2024-06-24,2024-06-30,21,,,,1.0,2.0,0.0,1.0,2.0,,,,,,,,,,,,,
621,5,2024-06-24,2024-06-30,22,1.0,1.0,,3.0,5.0,1.0,2.0,2.0,,,,,484.0,,,508.0,29.0,,,,
622,5,2024-06-24,2024-06-30,23,0.25,0.6518,,6.0,5.0,0.492,2.0,2.0,,,,,493.0,4.0,496.0,,8.0,,,,
623,5,2024-06-24,2024-06-30,24,,1.0,,11.0,3.0,0.855,2.0,2.0,,,,,491.0,3.0,484.0,493.0,7.0,,,,
624,5,2024-06-24,2024-06-30,25,1.0,1.0,,3.0,4.0,1.0,2.0,2.0,,,,,491.0,1.0,491.0,484.0,-2.0,,,,
625,5,2024-06-24,2024-06-30,26,,0.8889,,1.0,1.0,0.89,2.0,2.0,,,,,496.0,5.0,497.0,494.0,3.0,,,,
626,5,2024-06-24,2024-06-30,27,1.0,1.0,,4.0,3.0,0.85,2.0,2.0,,,,,500.0,2.0,507.0,487.0,-8.0,,,,
627,5,2024-06-24,2024-06-30,28,1.0,1.0,,21.0,4.0,1.0,2.0,2.0,,,,,0.0,,,485.0,,,,,
628,5,2024-06-24,2024-06-30,29,0.3333,0.8444,,2.0,3.0,0.5875,2.0,2.0,,,,,505.0,1.0,505.0,515.0,15.0,,,,
629,5,2024-06-24,2024-06-30,30,,0.75,,4.0,2.0,0.6667,2.0,2.0,,,,,0.0,1.0,498.0,502.0,4.0,,,,
630,5,2024-06-24,2024-06-30,31,0.9166,1.0,,4.0,3.0,0.9433,2.0,2.0,,,,,506.0,3.0,506.0,,0.0,,,,
631,5,2024-06-24,2024-06-30,32,1.0,,,1.0,2.0,1.0,2.0,2.0,,,,,0.0,,,508.0,,,,,
632,5,2024-06-24,2024-06-30,33,0.5,0.55,,6.0,6.0,0.52,1.0,2.0,,,,,490.0,1.0,490.0,,0.0,,,,
633,5,2024-06-24,2024-06-30,34,1.0,0.4611,,12.0,5.0,0.568,2.0,2.0,,,,,,1.0,,490.0,,,,,
634,5,2024-06-24,2024-06-30,35,0.3333,1.0,,8.0,9.0,0.585,2.0,2.0,,,,,506.0,3.0,518.0,525.0,24.0,,,,
635,5,2024-06-24,2024-06-30,36,,0.9444,,2.0,3.0,0.866,1.0,2.0,,,,,495.0,4.0,501.0,,6.0,,,,
636,5,2024-06-24,2024-06-30,37,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,,,,,496.0,,,494.0,3.0,,,,
637,5,2024-06-24,2024-06-30,38,0.6667,1.0,,1.0,3.0,0.835,2.0,2.0,,,,,,,,,,,,,
638,5,2024-06-24,2024-06-30,39,1.0,1.0,,9.0,4.0,1.0,2.0,2.0,,,,,498.0,12.0,511.0,504.0,11.0,,,,
639,5,2024-06-24,2024-06-30,40,0.3333,0.6,,2.0,3.0,0.6325,2.0,2.0,,,,,,,,,,,,,
640,5,2024-06-24,2024-06-30,41,,1.0,,1.0,1.0,0.94,2.0,2.0,,,,,494.0,2.0,497.0,502.0,13.0,,,,
641,5,2024-06-24,2024-06-30,42,,,,1.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,
642,5,2024-06-24,2024-06-30,43,1.0,0.8111,,7.0,4.0,0.8575,2.0,2.0,,,,,494.0,4.0,494.0,489.0,5.0,,,,
643,5,2024-06-24,2024-06-30,44,1.0,0.7778,,12.0,3.0,0.64,2.0,2.0,,,,,,1.0,500.0,,,,,,
644,5,2024-06-24,2024-06-30,45,0.8333,0.9333,,5.0,5.0,0.9075,2.0,2.0,,,,,,,,,,,,,
645,5,2024-06-24,2024-06-30,46,0.8333,0.35,,3.0,4.0,0.51,2.0,2.0,,,,,493.0,4.0,494.0,495.0,7.0,,,,
646,5,2024-06-24,2024-06-30,47,0.5,0.9,,44.0,3.0,0.7667,2.0,2.0,,,,,494.0,1.0,494.0,493.0,-1.0,,,,
647,5,2024-06-24,2024-06-30,48,0.5,0.4666,,11.0,4.0,0.4767,2.0,2.0,,,,,495.0,2.0,490.0,488.0,-2.0,,,,
648,5,2024-06-24,2024-06-30,49,0.6416,0.7666,,4.0,9.0,0.6957,2.0,2.0,,,,,503.0,6.0,516.0,,13.0,,,,
649,5,2024-06-24,2024-06-30,50,0.3333,0.5066,,19.0,6.0,0.4767,2.0,2.0,,,,,505.0,,,,,,,,
650,5,2024-06-24,2024-06-30,51,0.45,0.5963,,17.0,7.0,0.538,2.0,2.0,,,,,501.0,2.0,501.0,495.0,-6.0,,,,
651,5,2024-06-24,2024-06-30,52,0.6667,0.3889,,7.0,4.0,0.46,2.0,2.0,,,,,497.0,5.0,502.0,501.0,9.0,,,,
652,5,2024-06-24,2024-06-30,53,0.5,0.5889,,4.0,3.0,0.56,2.0,2.0,,,,,491.0,3.0,492.0,490.0,4.0,,,,
653,5,2024-06-24,2024-06-30,54,0.6333,0.85,,12.0,9.0,0.6667,2.0,2.0,,,,,,,,,,,,,
654,5,2024-06-24,2024-06-30,55,0.6333,0.4,,13.0,8.0,0.5233,2.0,2.0,,,,,497.0,,,,0.0,,,,
655,5,2024-06-24,2024-06-30,56,0.5,0.45,,7.0,4.0,0.4667,2.0,2.0,,,,,510.0,,,,,,,,
656,5,2024-06-24,2024-06-30,57,0.5333,0.9444,,6.0,6.0,0.7383,2.0,2.0,,,,,497.0,3.0,497.0,,0.0,,,,
657,5,2024-06-24,2024-06-30,58,0.5,0.7,,11.0,4.0,0.6333,2.0,2.0,,,,,495.0,1.0,495.0,494.0,4.0,,,,
658,5,2024-06-24,2024-06-30,59,0.6667,0.7,,11.0,4.0,0.754,2.0,2.0,,,,,497.0,4.0,496.0,493.0,1.0,,,,
659,5,2024-06-24,2024-06-30,60,,0.8,,2.0,3.0,0.8,2.0,2.0,,,,,498.0,3.0,500.0,510.0,17.0,,,,
660,5,2024-06-24,2024-06-30,61,0.6667,0.7444,,6.0,4.0,0.725,2.0,2.0,,,,,496.0,3.0,494.0,492.0,1.0,,,,
661,5,2024-06-24,2024-06-30,62,0.3333,0.9166,,8.0,4.0,0.72,2.0,2.0,,,,,494.0,1.0,494.0,,5.0,,,,
662,5,2024-06-24,2024-06-30,63,0.6667,0.5777,,6.0,4.0,0.68,2.0,2.0,,,,,,1.0,487.0,,,,,,
663,5,2024-06-24,2024-06-30,64,1.0,1.0,,4.0,3.0,1.0,2.0,2.0,,,,,493.0,4.0,502.0,,9.0,,,,
664,5,2024-06-24,2024-06-30,65,,,,3.0,5.0,0.0,2.0,2.0,,,,,493.0,5.0,518.0,491.0,-2.0,,,,
665,5,2024-06-24,2024-06-30,66,0.574,0.7073,,10.0,13.0,0.5992,2.0,2.0,,,,,489.0,1.0,489.0,506.0,22.0,,,,
666,5,2024-06-24,2024-06-30,67,1.0,0.8166,,4.0,4.0,0.8767,2.0,2.0,,,,,494.0,,,481.0,-8.0,,,,
667,5,2024-06-24,2024-06-30,68,,0.1667,,5.0,2.0,0.17,2.0,2.0,,,,,493.0,,,498.0,10.0,,,,
668,5,2024-06-24,2024-06-30,69,0.5,0.8,,9.0,3.0,0.7667,2.0,2.0,,,,,495.0,2.0,497.0,,7.0,,,,
669,5,2024-06-24,2024-06-30,70,0.8333,1.0,,2.0,2.0,0.915,2.0,2.0,,,,,487.0,1.0,487.0,481.0,-6.0,,,,
670,5,2024-06-24,2024-06-30,71,,0.75,,5.0,2.0,0.6667,2.0,2.0,,,,,501.0,9.0,504.0,,8.0,,,,
671,5,2024-06-24,2024-06-30,72,,0.4444,,1.0,1.0,0.44,2.0,2.0,,,,,0.0,1.0,409.0,,,,,,
672,5,2024-06-24,2024-06-30,73,1.0,1.0,,4.0,5.0,1.0,2.0,2.0,,,,,503.0,3.0,502.0,498.0,0.0,,,,
673,5,2024-06-24,2024-06-30,74,0.5,0.6,,3.0,4.0,0.5667,2.0,2.0,,,,,501.0,1.0,501.0,,5.0,,,,
674,5,2024-06-24,2024-06-30,75,0.8333,0.7666,,1.0,4.0,0.726,2.0,2.0,,,,,495.0,1.0,495.0,497.0,5.0,,,,
675,5,2024-06-24,2024-06-30,76,0.8333,0.875,,16.0,5.0,0.7767,2.0,2.0,,,,,497.0,,,495.0,3.0,,,,
676,5,2024-06-24,2024-06-30,77,1.0,1.0,,8.0,3.0,1.0,2.0,2.0,,,,,491.0,5.0,494.0,493.0,7.0,,,,
677,5,2024-06-24,2024-06-30,78,0.5,0.7,,3.0,4.0,0.65,2.0,2.0,,,,,499.0,4.0,493.0,,-1.0,,,,
678,5,2024-06-24,2024-06-30,79,0.6667,1.0,,20.0,3.0,0.89,2.0,2.0,,,,,504.0,7.0,519.0,,20.0,,,,
679,5,2024-06-24,2024-06-30,80,0.1667,0.3333,,6.0,3.0,0.1667,2.0,2.0,,,,,491.0,,,496.0,5.0,,,,
680,5,2024-06-24,2024-06-30,81,0.5,0.5333,,4.0,4.0,0.5233,2.0,2.0,,,,,498.0,1.0,498.0,495.0,2.0,,,,
681,5,2024-06-24,2024-06-30,82,0.1667,0.4185,,6.0,4.0,0.3575,2.0,2.0,,,,,495.0,1.0,497.0,,7.0,,,,
682,5,2024-06-24,2024-06-30,83,0.6667,0.8222,,12.0,4.0,0.785,2.0,2.0,,,,,506.0,6.0,517.0,518.0,17.0,,,,
